,sale_Id,Sales Person,Country,Product,Date,Amount ($),Boxes Shipped
340,714,Sophia Nair,USA,Anti-Aging Serum,02-01-2022,12551.57,377
341,715,Noah Mehta,USA,Rose Water Toner,29-07-2022,7718.1,265
342,716,Ananya Gupta,New Zealand,Body Butter Cream,29-07-2022,6264.79,163
343,717,Ethan Reddy,Australia,Niacinamide Toner,06-01-2022,1617.05,69
344,718,Isabella Roy,India,Charcoal Face Wash,26-03-2022,2630.52,64
345,719,Olivia D'Souza,USA,SPF 50 Sunscreen,28-08-2022,5024.53,251
346,720,Lucas Verma,Canada,Hair Repair Oil,27-01-2022,19586.58,451
347,721,Lucas Verma,Canada,Under Eye Cream,11-07-2022,1905.06,40
348,722,Mason Kapoor,India,Anti-Aging Serum,12-04-2022,5032.22,474
349,723,Isabella Roy,UK,Tea Tree Moisturizer,19-04-2022,7678.26,236
350,724,Olivia D'Souza,UK,Vitamin C Cream,10-02-2022,20181.0,409
351,725,Olivia D'Souza,Canada,Anti-Aging Serum,04-01-2022,8709.22,178
352,726,Liam Patel,UK,Face Sheet Masks,01-08-2022,18763.82,444
353,727,Lucas Verma,Australia,Hair Repair Oil,20-03-2022,11343.37,269
354,728,Liam Patel,UK,Vitamin C Cream,13-06-2022,4905.1,248
355,729,Ava Sharma,USA,Charcoal Face Wash,17-03-2022,10071.75,204
356,730,Sophia Nair,Canada,Hair Repair Oil,31-07-2022,5025.69,133
357,731,Olivia D'Souza,New Zealand,Charcoal Face Wash,30-08-2022,1274.86,81
358,732,Noah Mehta,USA,Face Sheet Masks,05-04-2022,2848.07,193
359,733,Isabella Roy,Australia,Rose Water Toner,19-06-2022,5431.35,152
360,734,Olivia D'Souza,UK,Rose Water Toner,21-06-2022,23090.87,482
361,735,Ananya Gupta,Australia,Anti-Aging Serum,11-06-2022,13289.99,273
362,736,Isabella Roy,Canada,SPF 50 Sunscreen,02-04-2022,14114.16,422
363,737,Liam Patel,Australia,Charcoal Face Wash,14-03-2022,3064.72,251
364,738,Noah Mehta,UK,Lip Balm Pack,03-07-2022,13987.08,372
365,739,Olivia D'Souza,UK,Niacinamide Toner,18-07-2022,17890.38,457
366,740,Ananya Gupta,UK,Tea Tree Moisturizer,01-08-2022,11345.7,487
367,741,Liam Patel,USA,Under Eye Cream,05-05-2022,3795.64,206
368,742,Lucas Verma,USA,SPF 50 Sunscreen,26-07-2022,1004.71,21
369,743,Liam Patel,Australia,Vitamin C Cream,30-05-2022,5575.62,371
370,744,Ananya Gupta,New Zealand,Hydrating Face Serum,07-05-2022,12563.44,420
371,745,Ananya Gupta,USA,Lip Balm Pack,21-06-2022,4983.24,143
372,746,Sophia Nair,New Zealand,Salicylic Acid Cleanser,16-08-2022,782.09,19
373,747,Liam Patel,UK,Vitamin C Cream,17-08-2022,17614.9,386
374,748,Lucas Verma,Canada,Aloe Vera Gel,30-04-2022,7897.13,358
375,749,Ethan Reddy,UK,Aloe Vera Gel,25-01-2022,16376.88,449
376,750,Ananya Gupta,India,Body Butter Cream,22-08-2022,5599.68,264
377,751,Ananya Gupta,New Zealand,Salicylic Acid Cleanser,26-08-2022,2966.47,144
378,752,Sophia Nair,UK,Body Butter Cream,19-05-2022,6828.68,484
379,753,Ananya Gupta,UK,Lip Balm Pack,27-08-2022,2555.95,192
380,754,Ananya Gupta,New Zealand,Rose Water Toner,29-04-2022,832.92,19
381,755,Sophia Nair,New Zealand,Tea Tree Moisturizer,15-07-2022,997.96,36
382,756,Isabella Roy,New Zealand,Lip Balm Pack,04-02-2022,7754.36,466
383,757,Noah Mehta,India,Aloe Vera Gel,16-05-2022,5507.19,176
384,758,Olivia D'Souza,Australia,Body Butter Cream,27-01-2022,1119.66,87
385,759,Sophia Nair,USA,Face Sheet Masks,02-06-2022,6853.59,384
386,760,Ava Sharma,USA,Hair Repair Oil,06-04-2022,12147.98,254
387,761,Lucas Verma,New Zealand,Aloe Vera Gel,26-07-2022,923.46,79
388,762,Ava Sharma,Canada,Salicylic Acid Cleanser,10-01-2022,442.07,24
389,763,Liam Patel,Canada,Aloe Vera Gel,04-01-2022,3900.37,83
390,764,Ava Sharma,New Zealand,Body Butter Cream,02-06-2022,801.63,25
391,765,Isabella Roy,India,Aloe Vera Gel,03-03-2022,10101.78,251
392,766,Sophia Nair,Canada,Vitamin C Cream,29-05-2022,6600.15,417
393,767,Lucas Verma,USA,Niacinamide Toner,28-05-2022,5302.98,258
394,768,Noah Mehta,UK,Under Eye Cream,02-08-2022,6310.09,257
395,769,Noah Mehta,Canada,Hydrating Face Serum,17-07-2022,2369.18,211
396,770,Sophia Nair,UK,Aloe Vera Gel,14-05-2022,16418.97,358
397,771,Olivia D'Souza,New Zealand,Vitamin C Cream,15-01-2022,10774.83,226
398,772,Sophia Nair,Australia,Niacinamide Toner,13-04-2022,5958.48,162
399,773,Olivia D'Souza,USA,Tea Tree Moisturizer,22-07-2022,1194.96,74
400,774,Isabella Roy,Australia,Charcoal Face Wash,11-04-2022,314.68,18
401,775,Mason Kapoor,Australia,Anti-Aging Serum,18-06-2022,1442.65,91
402,776,Liam Patel,USA,Under Eye Cream,12-06-2022,2810.34,78
403,777,Mason Kapoor,UK,Under Eye Cream,13-01-2022,1394.62,57
404,778,Liam Patel,Australia,Niacinamide Toner,02-04-2022,8143.6,213
405,779,Mason Kapoor,UK,Body Butter Cream,10-07-2022,12885.94,340
406,780,Liam Patel,Canada,Lip Balm Pack,03-08-2022,16223.13,362
407,781,Noah Mehta,UK,Face Sheet Masks,18-03-2022,8330.47,217
408,782,Mason Kapoor,New Zealand,Rose Water Toner,19-06-2022,5384.2,290
409,783,Ava Sharma,India,Hydrating Face Serum,07-03-2022,19594.27,450
410,784,Ava Sharma,New Zealand,Vitamin C Cream,27-05-2022,12213.24,266
411,785,Lucas Verma,UK,Hydrating Face Serum,11-05-2022,4242.56,357
412,786,Mason Kapoor,Australia,Face Sheet Masks,20-03-2022,13379.16,498
413,787,Lucas Verma,Australia,Tea Tree Moisturizer,25-03-2022,9353.99,246
414,788,Ananya Gupta,New Zealand,Vitamin C Cream,26-08-2022,5032.73,147
415,789,Mason Kapoor,UK,Lip Balm Pack,09-01-2022,3041.08,103
416,790,Ananya Gupta,Canada,Hair Repair Oil,25-03-2022,3258.73,150
417,791,Liam Patel,USA,Anti-Aging Serum,17-05-2022,10452.26,242
418,792,Ethan Reddy,USA,Hydrating Face Serum,29-05-2022,8642.86,298
419,793,Ananya Gupta,India,Rose Water Toner,31-03-2022,2523.86,102
420,794,Ethan Reddy,Canada,Charcoal Face Wash,07-05-2022,11599.9,324
421,795,Liam Patel,New Zealand,SPF 50 Sunscreen,27-05-2022,15606.61,331
422,796,Mason Kapoor,New Zealand,Lip Balm Pack,13-07-2022,9583.51,312
423,797,Noah Mehta,New Zealand,Tea Tree Moisturizer,13-08-2022,10192.85,373
424,798,Olivia D'Souza,USA,Hydrating Face Serum,02-05-2022,21701.44,483
425,799,Sophia Nair,India,Hair Repair Oil,28-08-2022,6496.58,366
426,800,Ananya Gupta,New Zealand,Body Butter Cream,02-02-2022,16383.31,438
427,801,Mason Kapoor,New Zealand,Body Butter Cream,03-06-2022,15834.45,361
428,802,Noah Mehta,UK,Lip Balm Pack,17-05-2022,7501.02,489
429,803,Noah Mehta,UK,Hydrating Face Serum,24-06-2022,922.43,29
430,804,Ananya Gupta,India,Salicylic Acid Cleanser,28-04-2022,6141.45,213
431,805,Noah Mehta,New Zealand,Rose Water Toner,23-03-2022,1745.79,156
432,806,Liam Patel,New Zealand,Charcoal Face Wash,25-03-2022,7268.2,198
433,807,Sophia Nair,UK,SPF 50 Sunscreen,25-04-2022,424.38,30
434,808,Noah Mehta,New Zealand,Body Butter Cream,08-04-2022,10711.79,331
435,809,Noah Mehta,USA,Vitamin C Cream,23-03-2022,8154.9,248
436,810,Ava Sharma,New Zealand,Tea Tree Moisturizer,25-07-2022,5132.41,454
437,811,Isabella Roy,India,Vitamin C Cream,21-03-2022,6538.2,264
438,812,Ethan Reddy,USA,Rose Water Toner,11-07-2022,13625.75,406
439,813,Isabella Roy,Australia,SPF 50 Sunscreen,18-06-2022,3344.35,244
440,814,Sophia Nair,India,Aloe Vera Gel,02-03-2022,11456.29,325
441,815,Ava Sharma,India,Hair Repair Oil,19-04-2022,8946.01,434
442,816,Ananya Gupta,Australia,Hair Repair Oil,16-01-2022,15120.74,360
443,817,Ethan Reddy,Canada,Under Eye Cream,01-04-2022,9372.51,274
444,818,Ananya Gupta,UK,Hydrating Face Serum,22-05-2022,4531.42,107
445,819,Noah Mehta,USA,Aloe Vera Gel,13-01-2022,16283.5,456
446,820,Ava Sharma,Canada,Tea Tree Moisturizer,24-01-2022,10108.84,402
447,821,Noah Mehta,UK,Body Butter Cream,12-08-2022,3801.03,202
448,822,Liam Patel,USA,Anti-Aging Serum,08-07-2022,1308.08,51
449,823,Noah Mehta,Canada,Face Sheet Masks,09-07-2022,13195.0,285
450,824,Isabella Roy,Australia,Niacinamide Toner,25-04-2022,5223.33,152
451,825,Olivia D'Souza,Canada,Salicylic Acid Cleanser,30-08-2022,6102.47,146
452,826,Noah Mehta,Australia,Hydrating Face Serum,29-06-2022,8416.43,237
453,827,Isabella Roy,Canada,Under Eye Cream,22-05-2022,8215.87,334
454,828,Sophia Nair,Canada,SPF 50 Sunscreen,29-03-2022,6936.38,322
455,829,Olivia D'Souza,New Zealand,Under Eye Cream,04-03-2022,2422.62,180
456,830,Lucas Verma,USA,Anti-Aging Serum,13-01-2022,17090.34,366
457,831,Ava Sharma,Canada,Hydrating Face Serum,23-02-2022,10497.39,324
458,832,Sophia Nair,UK,Under Eye Cream,29-08-2022,569.78,14
459,833,Olivia D'Souza,UK,Hydrating Face Serum,15-03-2022,4103.17,124
460,834,Isabella Roy,Australia,SPF 50 Sunscreen,26-08-2022,891.11,73
461,835,Isabella Roy,UK,Hydrating Face Serum,18-01-2022,14127.27,465
462,836,Olivia D'Souza,USA,Aloe Vera Gel,25-03-2022,5150.27,218
463,837,Noah Mehta,USA,Face Sheet Masks,08-03-2022,146.7,13
464,838,Sophia Nair,New Zealand,Hair Repair Oil,17-02-2022,3812.92,118
465,839,Mason Kapoor,USA,Niacinamide Toner,23-07-2022,9450.04,218
466,840,Noah Mehta,UK,Face Sheet Masks,14-02-2022,6457.54,293
467,841,Olivia D'Souza,UK,Under Eye Cream,19-02-2022,7925.54,309
468,842,Lucas Verma,USA,Tea Tree Moisturizer,13-04-2022,16861.45,385
469,843,Lucas Verma,New Zealand,Salicylic Acid Cleanser,17-08-2022,1650.87,72
470,844,Ananya Gupta,Australia,Hair Repair Oil,15-07-2022,19861.82,424
471,845,Isabella Roy,Canada,Body Butter Cream,08-06-2022,10647.12,234
472,846,Olivia D'Souza,Australia,SPF 50 Sunscreen,03-06-2022,1564.91,49
473,847,Liam Patel,India,Tea Tree Moisturizer,10-01-2022,2126.3,89
474,848,Liam Patel,India,Niacinamide Toner,09-04-2022,2893.74,204
475,849,Isabella Roy,Australia,Tea Tree Moisturizer,17-04-2022,13434.96,283
476,850,Ethan Reddy,India,Lip Balm Pack,05-07-2022,8273.51,169
477,851,Noah Mehta,UK,Charcoal Face Wash,07-04-2022,4063.64,149
478,852,Olivia D'Souza,UK,Aloe Vera Gel,06-08-2022,6650.47,471
479,853,Liam Patel,USA,Hydrating Face Serum,08-02-2022,4463.32,295
480,854,Ava Sharma,USA,SPF 50 Sunscreen,10-03-2022,16996.07,471
481,855,Olivia D'Souza,UK,Tea Tree Moisturizer,30-08-2022,4768.41,183
482,856,Isabella Roy,Australia,Face Sheet Masks,30-03-2022,18046.13,401
483,857,Mason Kapoor,USA,Aloe Vera Gel,18-05-2022,868.92,46
484,858,Liam Patel,Australia,Charcoal Face Wash,26-01-2022,4759.75,96
485,859,Isabella Roy,USA,Rose Water Toner,22-03-2022,19576.41,402
486,860,Sophia Nair,USA,Lip Balm Pack,20-06-2022,4824.94,235
487,861,Isabella Roy,Canada,Hair Repair Oil,19-05-2022,5555.52,150
488,862,Lucas Verma,USA,Aloe Vera Gel,28-01-2022,6004.2,126
489,863,Sophia Nair,USA,SPF 50 Sunscreen,06-04-2022,12369.81,456
490,864,Noah Mehta,UK,Lip Balm Pack,23-05-2022,861.89,29
491,865,Ava Sharma,Australia,Vitamin C Cream,11-03-2022,6048.32,360
492,866,Sophia Nair,India,Body Butter Cream,02-06-2022,15051.5,418
493,867,Mason Kapoor,UK,Under Eye Cream,18-05-2022,756.72,24
494,868,Isabella Roy,Canada,Salicylic Acid Cleanser,22-06-2022,534.64,22
495,869,Ava Sharma,Canada,Aloe Vera Gel,11-04-2022,12424.63,360
496,870,Liam Patel,India,Face Sheet Masks,18-05-2022,15136.25,354
497,871,Liam Patel,UK,Face Sheet Masks,28-03-2022,580.35,31
498,872,Ananya Gupta,India,Charcoal Face Wash,30-08-2022,5804.87,119
499,873,Noah Mehta,New Zealand,Face Sheet Masks,30-01-2022,23152.04,487
500,874,Mason Kapoor,Canada,SPF 50 Sunscreen,19-08-2022,6174.38,232
501,875,Lucas Verma,India,Tea Tree Moisturizer,07-07-2022,16619.54,425
502,876,Lucas Verma,New Zealand,Face Sheet Masks,10-06-2022,3214.37,161
503,877,Mason Kapoor,Australia,Vitamin C Cream,13-08-2022,16037.03,475
504,878,Lucas Verma,USA,Charcoal Face Wash,30-03-2022,6455.88,299
505,879,Isabella Roy,New Zealand,SPF 50 Sunscreen,15-03-2022,20659.54,478
506,880,Olivia D'Souza,Canada,Under Eye Cream,19-04-2022,19030.11,434
507,881,Noah Mehta,India,Hair Repair Oil,07-05-2022,5042.61,140
508,882,Sophia Nair,UK,SPF 50 Sunscreen,11-02-2022,15274.46,350
509,883,Mason Kapoor,USA,Charcoal Face Wash,16-03-2022,13934.58,498
510,884,Lucas Verma,Australia,SPF 50 Sunscreen,13-08-2022,858.68,73
511,885,Ananya Gupta,India,Hair Repair Oil,01-05-2022,10382.3,390
512,886,Olivia D'Souza,USA,Hair Repair Oil,27-01-2022,7825.06,499
513,887,Mason Kapoor,Canada,Anti-Aging Serum,19-05-2022,329.0,16
514,888,Isabella Roy,Australia,Rose Water Toner,04-07-2022,7014.04,191
515,889,Olivia D'Souza,India,Anti-Aging Serum,02-01-2022,9390.28,433
516,890,Noah Mehta,New Zealand,SPF 50 Sunscreen,26-08-2022,3368.14,279
517,891,Olivia D'Souza,Australia,Aloe Vera Gel,31-07-2022,2200.4,152
518,892,Sophia Nair,New Zealand,Face Sheet Masks,11-06-2022,381.6,23
519,893,Lucas Verma,USA,Body Butter Cream,26-02-2022,16452.13,440
520,894,Noah Mehta,India,Lip Balm Pack,02-07-2022,7364.22,306
521,895,Olivia D'Souza,USA,Face Sheet Masks,01-06-2022,11031.64,300
522,896,Ethan Reddy,India,Vitamin C Cream,24-02-2022,715.01,37
523,897,Ananya Gupta,Canada,Salicylic Acid Cleanser,01-03-2022,5699.19,197
524,898,Ava Sharma,India,SPF 50 Sunscreen,16-02-2022,7524.98,189
525,899,Sophia Nair,Australia,Hair Repair Oil,01-01-2022,10002.88,253
526,900,Liam Patel,New Zealand,Hair Repair Oil,29-05-2022,3812.45,85
527,901,Lucas Verma,Australia,Charcoal Face Wash,03-08-2022,6717.5,354
528,902,Ananya Gupta,Australia,Tea Tree Moisturizer,09-05-2022,8326.18,167
529,903,Isabella Roy,New Zealand,Salicylic Acid Cleanser,31-01-2022,5177.5,120
530,904,Ava Sharma,India,Body Butter Cream,02-07-2022,12188.95,362
531,905,Olivia D'Souza,India,Hair Repair Oil,23-07-2022,1225.41,80
532,906,Liam Patel,UK,Tea Tree Moisturizer,28-04-2022,16191.56,422
533,907,Olivia D'Souza,New Zealand,Lip Balm Pack,01-05-2022,10095.38,364
534,908,Ava Sharma,USA,Lip Balm Pack,24-03-2022,8901.98,335
535,909,Ethan Reddy,India,Under Eye Cream,20-08-2022,1761.2,138
536,910,Ava Sharma,UK,Rose Water Toner,02-05-2022,15189.5,308
537,911,Ananya Gupta,USA,Anti-Aging Serum,27-01-2022,7077.02,189
538,912,Sophia Nair,Australia,Tea Tree Moisturizer,21-06-2022,16495.37,424
539,913,Noah Mehta,UK,Vitamin C Cream,27-02-2022,6530.73,215
540,914,Noah Mehta,Australia,Under Eye Cream,05-06-2022,12915.63,388
541,915,Isabella Roy,Canada,Hydrating Face Serum,06-08-2022,16425.05,375
542,916,Olivia D'Souza,Australia,Hair Repair Oil,12-06-2022,6775.0,352
543,917,Lucas Verma,Canada,Lip Balm Pack,24-03-2022,4553.78,237
544,918,Liam Patel,USA,Anti-Aging Serum,17-04-2022,20895.19,482
545,919,Sophia Nair,UK,Hydrating Face Serum,16-07-2022,14822.36,318
546,920,Ethan Reddy,New Zealand,Rose Water Toner,27-03-2022,3428.81,225
547,921,Mason Kapoor,USA,Hydrating Face Serum,10-06-2022,2925.47,224
548,922,Lucas Verma,Canada,Tea Tree Moisturizer,10-01-2022,19444.09,452
549,923,Ethan Reddy,UK,Hair Repair Oil,09-03-2022,8591.2,176
550,924,Lucas Verma,UK,Body Butter Cream,30-04-2022,2289.16,167
551,925,Ananya Gupta,UK,Hydrating Face Serum,01-06-2022,6384.11,265
552,926,Lucas Verma,USA,Hydrating Face Serum,10-01-2022,2747.98,115
553,927,Liam Patel,Australia,Aloe Vera Gel,27-04-2022,6324.87,296
554,928,Liam Patel,USA,Anti-Aging Serum,19-01-2022,4592.38,155
555,929,Olivia D'Souza,UK,Tea Tree Moisturizer,29-05-2022,5016.53,164
556,930,Ethan Reddy,USA,Anti-Aging Serum,19-03-2022,636.78,43
557,931,Liam Patel,India,Vitamin C Cream,28-03-2022,2948.69,189
558,932,Ethan Reddy,Canada,Under Eye Cream,19-04-2022,19971.42,463
559,933,Ava Sharma,Australia,Salicylic Acid Cleanser,18-06-2022,8218.19,439
560,934,Ethan Reddy,Canada,Niacinamide Toner,21-07-2022,4964.03,225
561,935,Ethan Reddy,Australia,Tea Tree Moisturizer,21-02-2022,7881.92,253
562,936,Isabella Roy,India,Salicylic Acid Cleanser,28-08-2022,15267.53,321
563,937,Isabella Roy,USA,Hair Repair Oil,02-04-2022,16343.94,485
564,938,Sophia Nair,USA,Niacinamide Toner,06-01-2022,10904.55,236
565,939,Ethan Reddy,USA,Under Eye Cream,16-07-2022,3205.0,81
566,940,Olivia D'Souza,New Zealand,Under Eye Cream,18-01-2022,5771.22,140
567,941,Mason Kapoor,Australia,Charcoal Face Wash,24-03-2022,3977.2,80
568,942,Noah Mehta,New Zealand,Salicylic Acid Cleanser,21-02-2022,8919.5,363
569,943,Mason Kapoor,UK,Vitamin C Cream,06-04-2022,23284.44,499
570,944,Isabella Roy,Australia,Face Sheet Masks,27-04-2022,4260.44,103
571,945,Ava Sharma,India,Rose Water Toner,14-03-2022,7570.61,159
572,946,Ethan Reddy,Australia,Body Butter Cream,31-03-2022,18742.38,469
573,947,Mason Kapoor,UK,Anti-Aging Serum,07-07-2022,8787.8,249
574,948,Lucas Verma,New Zealand,Under Eye Cream,01-07-2022,16253.66,423
575,949,Lucas Verma,India,Aloe Vera Gel,06-05-2022,10789.63,436
576,950,Olivia D'Souza,Canada,Under Eye Cream,20-03-2022,841.52,27
577,951,Lucas Verma,UK,Under Eye Cream,30-01-2022,5926.16,152
578,952,Ava Sharma,Australia,Anti-Aging Serum,02-06-2022,7066.65,221
579,953,Olivia D'Souza,New Zealand,Body Butter Cream,01-04-2022,11533.13,427
580,954,Ava Sharma,Australia,Tea Tree Moisturizer,10-06-2022,6390.52,146
581,955,Sophia Nair,USA,Face Sheet Masks,09-06-2022,444.44,15
582,956,Ava Sharma,New Zealand,SPF 50 Sunscreen,15-06-2022,7220.46,171
583,957,Noah Mehta,Canada,SPF 50 Sunscreen,24-02-2022,3490.94,120
584,958,Mason Kapoor,Canada,Tea Tree Moisturizer,12-08-2022,7408.06,168
585,959,Noah Mehta,Canada,Rose Water Toner,31-07-2022,4111.71,175
586,960,Ananya Gupta,India,Tea Tree Moisturizer,28-03-2022,3823.54,269
587,961,Mason Kapoor,Australia,Lip Balm Pack,06-07-2022,4542.86,186
588,962,Noah Mehta,UK,Hydrating Face Serum,29-04-2022,527.39,11
589,963,Liam Patel,USA,Anti-Aging Serum,22-02-2022,4013.93,124
590,964,Ava Sharma,Australia,Niacinamide Toner,12-01-2022,593.94,38
591,965,Ethan Reddy,UK,SPF 50 Sunscreen,08-01-2022,4318.42,175
592,966,Sophia Nair,USA,Salicylic Acid Cleanser,15-05-2022,5293.89,144
593,967,Noah Mehta,USA,Under Eye Cream,24-01-2022,3165.41,181
594,968,Ethan Reddy,USA,Aloe Vera Gel,24-04-2022,5212.22,224
595,969,Ananya Gupta,UK,Tea Tree Moisturizer,12-06-2022,4320.88,211
596,970,Ananya Gupta,UK,Anti-Aging Serum,27-08-2022,434.03,16
597,971,Ava Sharma,USA,Rose Water Toner,22-02-2022,15708.48,486
598,972,Noah Mehta,New Zealand,Hair Repair Oil,26-05-2022,411.5,16
599,973,Liam Patel,Australia,Face Sheet Masks,30-07-2022,2124.81,101
600,974,Noah Mehta,Australia,Vitamin C Cream,12-01-2022,984.79,32
601,975,Ananya Gupta,New Zealand,Hydrating Face Serum,26-04-2022,13049.1,327
602,976,Olivia D'Souza,India,Body Butter Cream,29-06-2022,956.42,21
603,977,Ananya Gupta,New Zealand,SPF 50 Sunscreen,15-04-2022,5712.21,337
604,978,Isabella Roy,India,Niacinamide Toner,28-04-2022,6985.76,410
605,979,Ethan Reddy,USA,Niacinamide Toner,10-08-2022,10122.81,236
606,980,Olivia D'Souza,USA,Lip Balm Pack,22-01-2022,4746.86,321
607,981,Ava Sharma,UK,Hydrating Face Serum,19-03-2022,365.6,18
608,982,Sophia Nair,New Zealand,Face Sheet Masks,15-08-2022,9791.02,385
609,983,Lucas Verma,USA,Vitamin C Cream,23-01-2022,6966.13,364
610,984,Noah Mehta,USA,Tea Tree Moisturizer,20-01-2022,14282.35,458
611,985,Isabella Roy,Canada,Vitamin C Cream,24-08-2022,2735.77,73
612,986,Ethan Reddy,Canada,Hydrating Face Serum,17-02-2022,5503.98,338
613,987,Ananya Gupta,UK,Hydrating Face Serum,04-05-2022,10872.5,351
614,988,Ananya Gupta,Australia,Aloe Vera Gel,06-01-2022,4158.5,286
615,989,Ethan Reddy,Australia,Hair Repair Oil,15-04-2022,23977.48,481
616,990,Liam Patel,New Zealand,Charcoal Face Wash,25-08-2022,5031.06,161
617,991,Noah Mehta,Canada,Vitamin C Cream,31-05-2022,7460.34,356
618,992,Ethan Reddy,USA,Niacinamide Toner,08-07-2022,6613.2,186
619,993,Ethan Reddy,New Zealand,Lip Balm Pack,30-04-2022,708.87,36
620,994,Isabella Roy,New Zealand,Hydrating Face Serum,16-06-2022,10445.39,306
621,995,Sophia Nair,Australia,Vitamin C Cream,11-04-2022,5797.63,254
622,996,Sophia Nair,India,Anti-Aging Serum,19-03-2022,10473.97,441
623,997,Isabella Roy,Canada,Hair Repair Oil,15-07-2022,1372.66,33
624,998,Isabella Roy,New Zealand,SPF 50 Sunscreen,03-03-2022,11414.54,333
625,999,Noah Mehta,India,Vitamin C Cream,16-05-2022,631.36,41
626,1000,Lucas Verma,Australia,Anti-Aging Serum,30-03-2022,6093.04,357
627,1001,Olivia D'Souza,Australia,Hair Repair Oil,13-04-2022,3335.93,270
628,1002,Isabella Roy,USA,Lip Balm Pack,11-06-2022,15130.24,384
629,1003,Liam Patel,Australia,Charcoal Face Wash,05-03-2022,3321.69,145
630,1004,Sophia Nair,New Zealand,Aloe Vera Gel,16-08-2022,2336.36,119
631,1005,Noah Mehta,USA,Hydrating Face Serum,15-04-2022,19443.77,420
632,1006,Olivia D'Souza,Canada,Tea Tree Moisturizer,31-01-2022,4534.5,161
633,1007,Ananya Gupta,UK,Hydrating Face Serum,24-08-2022,1027.1,69
634,1008,Ethan Reddy,India,Hair Repair Oil,15-03-2022,2883.0,66
635,1009,Mason Kapoor,New Zealand,Charcoal Face Wash,08-01-2022,2593.64,66
636,1010,Mason Kapoor,UK,Hydrating Face Serum,03-04-2022,5802.73,433
637,1011,Ethan Reddy,Australia,Hydrating Face Serum,18-05-2022,11992.11,257
638,1012,Ananya Gupta,USA,Hair Repair Oil,07-02-2022,352.92,30
639,1013,Ava Sharma,New Zealand,Tea Tree Moisturizer,28-05-2022,7024.11,190
640,1014,Sophia Nair,New Zealand,Hair Repair Oil,31-05-2022,2884.52,118
641,1015,Ananya Gupta,USA,Face Sheet Masks,26-06-2022,5022.76,154
642,1016,Ananya Gupta,New Zealand,Lip Balm Pack,18-08-2022,5250.58,299
643,1017,Ethan Reddy,USA,Niacinamide Toner,09-05-2022,2584.15,108
644,1018,Mason Kapoor,USA,Vitamin C Cream,13-07-2022,8581.27,190
645,1019,Sophia Nair,New Zealand,Lip Balm Pack,03-06-2022,559.73,12
646,1020,Olivia D'Souza,India,Face Sheet Masks,07-06-2022,12905.06,498
647,1021,Sophia Nair,USA,Hair Repair Oil,24-06-2022,13509.42,296
648,1022,Ananya Gupta,India,Salicylic Acid Cleanser,29-05-2022,3116.98,148
649,1023,Isabella Roy,USA,Anti-Aging Serum,05-06-2022,1123.46,56
650,1024,Ethan Reddy,USA,Niacinamide Toner,30-03-2022,18188.8,495
651,1025,Mason Kapoor,USA,Rose Water Toner,25-01-2022,8484.94,317
652,1026,Sophia Nair,New Zealand,Aloe Vera Gel,22-07-2022,6693.75,476
653,1027,Noah Mehta,New Zealand,Body Butter Cream,27-06-2022,9682.74,394
654,1028,Isabella Roy,Australia,Anti-Aging Serum,19-01-2022,3241.7,232
655,1029,Liam Patel,India,Tea Tree Moisturizer,29-03-2022,10885.26,233
656,1030,Olivia D'Souza,USA,Anti-Aging Serum,24-06-2022,4934.32,194
657,1031,Ethan Reddy,New Zealand,Anti-Aging Serum,24-03-2022,21726.67,436
658,1032,Ethan Reddy,New Zealand,Body Butter Cream,18-04-2022,5873.54,355
659,1033,Ananya Gupta,Canada,Salicylic Acid Cleanser,10-07-2022,9561.31,268
660,1034,Ananya Gupta,Australia,Charcoal Face Wash,26-02-2022,3463.01,74
661,1035,Isabella Roy,USA,Charcoal Face Wash,23-06-2022,136.05,11
662,1036,Olivia D'Souza,Australia,Lip Balm Pack,21-05-2022,3525.11,215
663,1037,Olivia D'Souza,Australia,Charcoal Face Wash,08-04-2022,4819.15,332
664,1038,Liam Patel,Canada,Niacinamide Toner,21-08-2022,5661.96,136
665,1039,Isabella Roy,Australia,Vitamin C Cream,28-01-2022,980.84,39
666,1040,Lucas Verma,Australia,Charcoal Face Wash,05-08-2022,1430.77,38
667,1041,Noah Mehta,India,Niacinamide Toner,27-07-2022,1178.22,40
668,1042,Lucas Verma,New Zealand,Body Butter Cream,18-02-2022,9645.48,286
669,1043,Mason Kapoor,New Zealand,Hydrating Face Serum,11-02-2022,3703.09,141
670,1044,Ava Sharma,New Zealand,SPF 50 Sunscreen,28-02-2022,10465.99,393
671,1045,Sophia Nair,India,Vitamin C Cream,27-03-2022,11297.48,314
672,1046,Ananya Gupta,USA,Anti-Aging Serum,26-07-2022,9203.38,400
673,1047,Lucas Verma,India,Face Sheet Masks,07-07-2022,10092.43,239
674,1048,Ethan Reddy,New Zealand,Hair Repair Oil,11-07-2022,2394.9,84
675,1049,Ethan Reddy,Australia,Vitamin C Cream,31-01-2022,4157.41,264
676,1050,Mason Kapoor,Australia,Tea Tree Moisturizer,28-06-2022,3986.46,140
677,1051,Sophia Nair,New Zealand,Lip Balm Pack,03-06-2022,16045.86,477
678,1052,Ethan Reddy,New Zealand,Aloe Vera Gel,27-01-2022,5616.37,246
679,1053,Isabella Roy,India,Under Eye Cream,11-08-2022,1741.42,42
